Serial Number,Song Name,Hebrew Date Folder,Singer,Copied Drive ID
496,רפאני ה,סינגלים,אלעד כהן,16RWDXwSJ4CYg_etWJYHBdtlEbFSaS18G
497,כח השמחה,סינגלים,אלעד כהן,14efKv0jtqC2CkDy_gOQmrjzaABTqCMUq
498,יפרדו דרכנו,סינגלים,אמיתי צדוק,1EYC-UHHKXJhkDuP7yF2A8RLGQMeEf0Sl
499,אסף הרוש בסינגל בכורה עם מילים מקוריות מקום ,סינגלים,אסף הרוש,1301pcv4vQ8Z0zmXxFtVHwJ_vbpkTuvdF
500,"אסף הרוש, די ג'יי דני לוי - בסוף יהיה טוב (רמיקס)",סינגלים,אסף הרוש,1mojCBj_Cd33-jOz_ExUY-aPFtntJwiVk
501,- אסף הרוש - לחיות עוד פעם - מקורי,סינגלים,אסף הרוש,1bZ5enmNDPO24wuuPpNCg68l10BmVetGw
502,- אסף הרוש - בסוף יהיה טוב אלטרטיבי,סינגלים,אסף הרוש,107a1mezUsbXEgWe7hTx1oV840XI0SUt_
503,אדמה ושמיים,סינגלים,אסף הרוש,1VTR1T1zeGMNudNeYJH8P-68_ZWpsE4_W
504,כל מה שהיה,סינגלים,אסף הרוש,11wJ3uoXHKp8iY1Afbx9p32A8rI5_wlT5
505,בסוף יהיה טוב,סינגלים,אסף הרוש,1qfPFf34MmQJAkB-ZSdljX6MtOnldFdSC
506,בסוף יהיה טוב (רמיקס),סינגלים,אסף הרוש,1wSX3560nxKiWgv8upq7XdTc7CEmcU01l
507,מקום,סינגלים,אסף הרוש,1XQ-_qVvMhdSQRxCDJ5W-pJw9Zg7xrWlJ
508,שלי היום אסף הרוש,סינגלים,אסף הרוש,156ouk-manYKncA4y7dc-yko8mmV1MBbQ
509,"אסף הרוש כתב, הלחין ושר ''אין סוף''",סינגלים,אסף הרוש,1cNzHN1VFXC7YCzFiBevRSPxvvTT-re7Z
510,אסף הרוש בסינגל עידוד חדש ''לא מפחד'',סינגלים,אסף הרוש,1oqcgBbgjeswHERGJM1cB4q8TRslhMMJT
511,אסף הרוש - אני כאן,סינגלים,אסף הרוש,112cAXTsagIHFwD-q2dkPBRlHnbqhB7ZO
512,שיר אחד,סינגלים,אסף שלום ליבוביץ,1T5sX668mBHae7cL_CApLbZKrwxrnVy4H
513,אוהב שלום,סינגלים,אסף שפר,11kSmlVDyWMhbCp-fEi5mwCUCqQVLX5WE
514,אתה מקשיב לי,סינגלים,אסף שפר,1jUhf22QV8vAs5AGmS6np38GdLA56f8w0
515,יש לי מלאך,סינגלים,אסף שפר,1YKLp9x9z4_LGUnocZ1TkZqGntjdsZDbc
516,מלך,סינגלים,אסף שפר,1rYbIhYsCsq3YwFwr2XM6Ot5OTMIDb-On
517,קומזיץ,סינגלים,אפרים דוד,1cscaKvsZn_Dmwy48KwdNx7ivfwi2gQ2R
518,כולנו מתפללים בזכרון משה,סינגלים,ארי הרמן,1rFG_fpNYNQRiKZUIm_lrBn1kmSrcNk3-
519,אני שר,סינגלים,סנדי שמואלי,1fQ3hMXu01Q_CJ6xjll1OCiGggn7D4EoW
520,אשת חייל - אבי פודולינסקי,סינגלים,אבי פדולינסקי,11CUb4UJVP7fJ068iiOK13PmhZgyqrLoe
521,אבי_פודולינסקי_-_הילדים_שלך,סינגלים,אבי פדולינסקי,1a7Fbzi2coNlVVp58NsV2xBfS6UwrdpNv
522,אבי פודלינסקי אהבת ישראל,סינגלים,אבי פדולינסקי,1kcYe5f4tpPssvfG2bg5p9tjbDoCa87GN
523,אבי פודלינסקי ראו בנים,סינגלים,אבי פדולינסקי,1APZkbimVUYN5q7PdhYnXdXTgKnlcJzFD
524,פןדלינסקי אבא,סינגלים,אבי פדולינסקי,1hcvD-6kUDSF3zSW_gsz2gelPH6xOKPuX
525,פודלינסקי קולות,סינגלים,אבי פדולינסקי,1MwHGbq1SzessgOVFLmHvzdOHTYFXtGxV
526,אהרון כהן & אבי פודלינסקי זוכר אני,סינגלים,אבי פדולינסקי,1aXpJ7OSydV2tn9ih3NXY7rF9sximVFNK
527,אבי פודולינסקי - אב הרחמים,סינגלים,אבי פדולינסקי,1NtFcahqXlDvNjZflhWl3Z5Icoc9fhhlG
528,אבי פודולינסקי - נשמות אבודות,סינגלים,אבי פדולינסקי,11AIxO4CBazvqnFpZLvtok50bJLswT13T
529,אבי פודולינסקי ודיג'יי רועי הרוש  - מחרוזת מה שהיה היה,סינגלים,אבי פדולינסקי,1fgGKvOx2cSiFAaqpzuiZTI4exlMjxv7D
530,אין בי קול,סינגלים,אבי פדולינסקי,1GNHtNyr_ldUdoXGC87w1DTA3IGM0_3ck
531,חייב לשרוד אבי פודולינסקי,סינגלים,אבי פדולינסקי,1XJhGVTPtUEunMQPEqUktLPL0qwOJYjNe
532,שיר החנוכה,סינגלים,ביטדוס,1JSnA8uDUq-qgzHBSza2v55J-qz5K7apX
533,21. לעולם ועד בדואט עם בני אלבז רמיקס,סינגלים,בני אלבז,15oAYlEwAlJooVLPtvstmCvBwJjcRElOk
534,בני אלבז - מי שמאמין,סינגלים,בני אלבז,1O8sKjae-1-JZ2w60DEXNZML1KZ67r9b1
535,אל תתיאש,סינגלים,בני אלבז,1tdaVsLkW-Wua5vxpFDvJaIoi5U2D458l
536,צו 8,סינגלים,בני אלבז,1yyzAZYZi-UF5eJFowLcLMazxvCVonhRU
537,זה לא יהיה,סינגלים,בני אלבז,122gRZd9Bw586lkEskqXJy1-FkdyVNGO_
538,החיים הם גלידה,סינגלים,בני אלבז,1nmECz3QcBz68KzQq9AvQWpBeyoALEUwp
539,הושיעני אלוקי,סינגלים,בני אלבז,1KViR7nAOpeE8rV8-2qYNVM5Zfiqt3Qcq
540,ישי שין _ שמוליק - האור שלך  Ishai Shin _ Shmulik - Ha_or Shelcha,סינגלים,ישי שין,1-rVwHOuYF0LYtXqlomtkWC-JaK-jcstw
541,ישי שין - מחשבות של חורף,סינגלים,ישי שין,11B6yW82B4USUDZeNXPrnNnO1bWVs2cDw
542,ישי שין - מיתרי הלב,סינגלים,ישי שין,1Mgw-EjuFypsyRDgIGagFCk6ESraHEbLa
543,ישי שין - פרספקטיבה ishai shin - perspective,סינגלים,ישי שין,1PQMkm65TWMViIiwkhv5ZmoEZBev1zUAV
544,ישי שין - ענני כבוד,סינגלים,ישי שין,1lUVck7JB8pDigmKy2B7bWCSBKPrMvmTo
545,ישי שין - בשורה הראשונה,סינגלים,ישי שין,1j_mqC7VTBWAy2vTvaBVxyr4TcEuZR4hC
546,מלחמות מתניה,סינגלים,מתניה שבתאי,1Qhded-7e84hk6luDUAp-s69UK_AWY-vZ
547,באת-אליי מתניה,סינגלים,מתניה שבתאי,124XaHQHfChD0G1CkVHbNjt3Szd6z2Oc6
548,באמצע החורף מתניה,סינגלים,מתניה שבתאי,1DaBRRrlo_jmUrUllfZU_SuAH1FW2nigU
549,לעבוד מתניה,סינגלים,מתניה שבתאי,1TcijI1-GsxtRbJHIy37CRdSMquHCNztq
550,ישי שין ושמוליק - האור שלך,סינגלים,שמוליק,1VD-sfLWap4ad40lnp6btUuue1EcwrBmt
551,בדרך אבותי - שמוליק _ Shmulik,סינגלים,שמוליק,1EOnSdUL-mMTOubdx8bVcWH7MJgnYhs-u
552,שמוליק - קרוב אליי,סינגלים,שמוליק,1h9t8yluad72c3oNA2GO5WAquFnkDqbvX
553,עולם של נגינה - משה פפירוב,סינגלים,משה פפירוב,1cwVSfXF-83e1vF9cMlbqQVIoGQuMTA7h
554,מנגינת הנשמה,סינגלים,משה פפירוב,1UjNEXwn5hDxmpNJ3CRMob0tEAjG9H4El
555,כמו ילד - ווקאלי,סינגלים,משה פפירוב,1IoLpQSDrXoZlEtP6DxdF3zLOX9yJtW1Q
556,רפואה ,סינגלים,משה פפירוב,1xOMH-IOJ7MNngy1MoKfl3aLRG2Typ2p2
557,רמיקס תודה מכל הלב - בני לוי,סינגלים,משה פפירוב,17zeuAjpV6zgeKdqI8DDNKyIMsWIE_3t_
558,מחרוזת פורים - משה פפירוב,סינגלים,משה פפירוב,1UjrfJPUd6FzXIBZ3xchK4-nRZtO-j_Xp
559,משה פפירוב מגיש _איתן כהן - מנגינה_ - גרסת רמיקס,סינגלים,משה פפירוב,1o4bKN8R6M-XhX8ARAGPWIMT4IKz4sDrY
560,כמו ילד - משה פפירוב,סינגלים,משה פפירוב,1CnRJd6srzcuyM2w5Nwylpm7rflvS6QWf
561,סימן טוב - משה פפירוב,סינגלים,משה פפירוב,1vVJfFPFpZE4h3Y-9xrytYtQmPcoeAcgM
562,סוכת לוויתן - משה פפירוב,סינגלים,משה פפירוב,1ZCdAN8s3suUZxZtkvY0mt7yMR3stCsHp
563,משה פפירוב בשיר ''אשריכם תלמידי חכמים'',סינגלים,משה פפירוב,1CQbkmOVFyGkcexihVoGW-FSdqOEPwU6f
564,אשריכם תלמידי חכמים - משה פפירוב - ווקאלי,סינגלים,משה פפירוב,10OiA9wy0g5ELHTiC-gmmPX22shcem_JS
565,בלבב שלם • עמיחי פלסר.,סינגלים,עמיחי פלסר,10SLf7mWfXroMcuQ37VTRD23fbU4LVOs_
566,קולי שמעת • עמיחי פלסר.,סינגלים,עמיחי פלסר,1TCq48sTM-J4C2K46IR-1d3_NPcFDXIxX
567,בלבב שלם • שירת המונים • עמיחי פלסר וישיבת נווה.,סינגלים,עמיחי פלסר,1ABTOjX0ZPmlYtyoSumEiByaiOyCuWlaN
568,הדור נאה • עמיחי פלסר.,סינגלים,עמיחי פלסר,1TtkL32UnC_xnk9AifzvWMKhgybYC4xco
569,הולך תמים • עמיחי פלסר • מקהלת הישיבה לצעירים.,סינגלים,עמיחי פלסר,1SfdCpEgoG1XAL70GfhkUekt8-1gTDTWq
570,עמיחי פלסר בסינגל חדש לרגל המצב ''נֶחָמַת צִיּוֹן'',סינגלים,עמיחי פלסר,1CfMljmkXliZ8p63IG7opn2KllVvFVDIR
571,מחרוזת חנוכה מוישי ריינר ונותי ליברמן,סינגלים,נותי ליברמן,1eNnj_9GMvgjEak07927QmONvyEmmsPs0
572,-ליברמן-ים-של-דמעות,סינגלים,נותי ליברמן,1Z4aNAeHMeAdj3O7jrfaaT-JOovfAIacW
573,נותי ליברמן - מילים,סינגלים,נותי ליברמן,1TDe3pPoeOZWZaX8CJ1gN-LqhKmZJw4EK
574,נותי-ליברמן-שדה-עקרב,סינגלים,נותי ליברמן,1hg4Scuy94As19iv1F15t02mkT0IMsHMw
575,נותי-ליברמן-חפר,סינגלים,נותי ליברמן,14BWdQSoQOFYzV45Zpa5Jf4AzRPJUcRBn
576,נותי-ליברמן-אחים,סינגלים,נותי ליברמן,1nieJTH3bmA81_XSymiFZmqUgldjw57cZ
577,נותי-ליברמן-שבת-mp3,סינגלים,נותי ליברמן,14wmNnq0kL-L_YgIopTS7cY3Nl4MvjtQV
578,שמואל-פרדניק-מה-לכם-להתבייש,סינגלים,שמואל פרדניק,1FL7lIglcyd7kpaemeYLmggSGwNs371Qh
579,שמואל-פרדניק-תעצרו-תעולם,סינגלים,שמואל פרדניק,1FodrA__zEpOg46iaFuOwe7jdk36nmUBS
580,שמואל-פרדניק-חנון-המרבה-לסלוח,סינגלים,שמואל פרדניק,12iumDMNZDOIva4_g7aph2tk0LWpem3tk
581,שמואל פרדניק בסינגל ווקאלי - תן לי תפילה,סינגלים,שמואל פרדניק,1hmJEBvQ5mBJyZmzr9tqUkz_-wPTVFhm-
582,מאט דאב & שמואל פרדניק - הקב”ה יותר גדול מזה,סינגלים,שמואל פרדניק,1gjnzaekVxY8b3RGvKpP6VQrKgZzofXfW
583,אלי לוין - ר' ישעי'ה בן ר' משה ווקאלי,סינגלים,אלי לוין,1jbsHV4q_Ffm0FuXDFxUr2oncurWMtjxs
584,"אלי לוין, שלמה קרליבך - אני מאמין",סינגלים,אלי לוין,1yybvaoBVC5gtxiaRHoqLK0m95lbL14W6
585,אלי לוין משחרר שיר ''אלוקיי'' מאלבומו החדש ''אז ישיר'',סינגלים,אלי לוין,1xvtljFvE_mwxIIVgSRfDFn_o7j9R7dnM
586,מחרוזת ישי ריבו יענקי היל,סינגלים,יענקי היל,1TVJofwy_-5cK16SpNuCDz1PO2rkTru4Y
587,יענקי היל - מחרוזת חנן בן ארי,סינגלים,יענקי היל,1H7W69NCcSN2yzRVP1WSMt4cxL_6Al35w
588,יענקי היל סוחף במחרוזת שנייה בסדרה מחרוזת משירי אברהם פריד,סינגלים,יענקי היל,1nBMPVBNtvQTY_1qccXJyhBYSRFwtsZUw
589,מחרוזת-יענקי-היל-חיים-ישראל-מיקס-2,סינגלים,יענקי היל,1A8zTvwJg46R77GI_0eq1-Gkn1Z0bqdbd
590,ארי & יענקי היל - מה אני מבקש,סינגלים,יענקי היל,1crlo11-hr2_rBftwvaXgj-7TfgYiLI6Q
591,יענקי היל פשוט לחיות,סינגלים,יענקי היל,1GmaTVXvjnNRhL3ZZcu_F3kQ-NisFc9L4
592,תוכו רצוף אהבה,סינגלים,משה טישלר,126Q47DUJIFTHrs9hsOFC3VggpFubWEHz
593,מחרוזת אנרגיה 2019,סינגלים,משה טישלר,1wnEPCajhPrp2cLcyxJSDfAjEikQOU6lT
594,בשבילי,סינגלים,משה טישלר,1qVfQtoGC-pTSDPEvCBYFDE4NSiYNZeR3
595,רמיקס ל'בשבילי',סינגלים,משה טישלר,1ZCmQpN0Qt2aekYj8qFh1NxYDv2g0Hti_
596,מחרוזת חופה מרגשת,סינגלים,משה טישלר,1QC-zjhxIVKTBqFAzqOTWKq825j3JkE5x
597,הבבא סאלי,סינגלים,אבי צליח,1Q3kBZh3mQUxZIher3ZpmkER8ROOON9e_
598,יה ריבון,סינגלים,אבי צליח,13Vr6vi8OmfFUYMiEU_kI4tftaydS9xdU
599,בכל כוחי,סינגלים,אבי בבאי,1v_hinPTxWofALYWj641NXRSR5d2X1jJY
600,שיר החפלה,סינגלים,אבי בבאי,19W0mkt1dU2W2dfBoATpvweOBlESmgItt
601,תפילת יחיד,סינגלים,אבי חן,157duCeVsGGMrJleJKI820q4lhjM07DmI
602,אבי לנקרי - גשם גשם מטפטף,סינגלים,אבי לנקרי,1NBjWnuiaFpMTiymgbd0ReanUvELTa7Sb
603,אל תדאג בן אדם,סינגלים,אבי לנקרי,1jLGuHvlf5pNHwKlvFC3ZZom2I7eaxWf1
604,עד למעלה,סינגלים,אביב צורף,1GtB2jp-qaHnxXAP6jCEsx2F52d8lNzrd
605,משה,סינגלים,אביב צורף,1LIe98K2exn3l2_Lp89fYfJOiIe64H8EI
606,האמונה שומרת,סינגלים,אביעד גיל,1mgQqahDPfwREfJ9IZyXGDCAW2YvNeDZU
607,קח אחי הכל באמונה,סינגלים,אביעד גיל,1U3mYJYkJ1RFRCqTTT7_OCZERuB2mArE0
608,חגיגה בשטח,סינגלים,אביעד גיל,1i7TW-r6RC1-ojdibtGoggMcKdFbvn3uu
609,מחרוזת שירים אביעד גיל,סינגלים,אביעד גיל,1MCKjqKRzIkEt7cQVDAwyKTMvP-MORctw
610,רימיקס,סינגלים,אביעד גיל,1NIOhbWirmyuh5BEF1Nabo1UyiGpl5k1T
611,נשמת כל חי,סינגלים,אביעד גיל,1AkPLVWYGDm37vSALEJpgbS_zarQiKEJc
612,08-היכן הילד שלי,סינגלים,אביעד גיל,1yXI80m5muoa2cfhJJXePZuzopuxt_4Q-
613,אחות קטנה,סינגלים,אביעד גיל,1n8PcxW9RtEkQOUYJtJB5bWXYEyoojyg-
614,אל תשלכני,סינגלים,אביעד גיל,1AgLl03ZN0jcRWLsJ4vA0kNFRrXeWGRV4
615,אלוקים מה נותר רק לבקש,סינגלים,אביעד גיל,1EHa_IImTUkGRVdWlgAlzdeUQlwZlBNSz
616,אלוקינו שמע קולינו,סינגלים,אביעד גיל,1RqiXKGjI5eRaPaOABP-pXtt8nfTlidjR
617,עוד בטרם למד,סינגלים,אביעד גיל,1GHOOmpGEsNgTKmiT5FEMqlj3_KROySF3
618,אלי שבשמים רחב,סינגלים,אביעד גיל,1hJvKaQ56nuqZ1mdA36DaLnFvvamWF271
619,אלי שבשמים בתערובת באתי מתימן,סינגלים,אביעד גיל,1B04cynWrBvv_LVCxbmwGT96vck5IbpY6
620,באתי מתימן,סינגלים,אביעד גיל,1ClCvD2Jbpu05_JLhUpiPzJNYS9pbdoXk
621,פורים,סינגלים,אבירן אהרון,1_Ey6wigWn6qwvby7I1bgRyNT6gSyn577
622,הגאולה 2011,סינגלים,אבירן אהרון,1Baz69OtylcoqeDw2gFf5j9nMmNac5vS4
623,אהבת חינם,סינגלים,אבירן אהרון,1e0jn3iT4plEuLqHoxLVJjmHVMRJR9rTl
624,להיות בשמחה תמיד,סינגלים,אדיר גץ,1oLmI6xWgUd5WqGio3xTwxu1HAC-ycU92
625,אופיר סלומון - הכל יהיה בסדר,סינגלים,אופיר סלומון,1O-WdpSK0TE8Jdqco3ZHt7Ki3r0XZR1S-
626,אלוקים,סינגלים,אופיר סלומון,18KJ85C1W0XrKzkoZwvMUrTDnRdegYLVw
627,ברכת הכהנים,סינגלים,אופיר סלומון,1cT7sYS-EEmcQpINTp1d40-wroqz0-snY
628,גל עיני,סינגלים,אופיר סלומון,1dQv21h1CAurccn-O9iJ3MxYY5ciD64nA
629,גל עיני (ווקאלי),סינגלים,אופיר סלומון,1AHKImjeVdC5yumFoW0S_gvhDjw_vcMG0
630,היידה,סינגלים,אופיר סלומון,1MunRAdlQYfCa56S3J3yrIdYNuxdqQSBj
631,חבר שלי,סינגלים,אופיר סלומון,1xmIZCK7lldLrmh6XViMLBTw6h7_4N1nm
632,הכל ממך,סינגלים,אופיר סלומון,1b7-6DzdDhwy28ufWluj8vNJZBmIXfs8T
633,חובק עולם,סינגלים,אופיר סלומון,1QFrhjeRC8iSnbV4j8BZr3JfKYGyL4ANJ
634,מלך העולם,סינגלים,אופיר סלומון,12n0CgdZUYIYeMdYHK7Wg_SbxhKdFZBUk
635,רגעים של אושר,סינגלים,אופיר סלומון,1yY-JIMHu852DUuFno0RmL2nFbdRdnY8U
636,עשיר באמונה,סינגלים,אופיר סלומון,1_pFlYZ6APIu6HjJ0QoAf0AcopM_BYqzp
637,שמח בני,סינגלים,אופיר סלומון,12XvNI7w4y5yIp9zoh3etGVnCan3-ZyH4
638,תודה לאל,סינגלים,אופיר סלומון,1WrtGUZvhTsCvI05ZfC7zhMle4aORTZMZ
639,ישמח חתני,סינגלים,אורי זר,1tzcH71w5NVEidSOScEn2WNjvVy_cNope
640,שטייגען,סינגלים,אורן דוד,19N35QJLgpHS8UobBdY3j97IKbzagQvxU
641,אעופה אשכונה,סינגלים,אורן תורג'מן,1i-YA3BbL4u28RvZkaoPYXndzJCcWJhIh
642,מחרוזת רפאני,סינגלים,אחיעד חודפי,1F9CSbamdlCcXwEjLI9sHtn9mQrXSNkd7
643,אתה בני,סינגלים,אייל ימין,1MHyIkJJTen_nKBvMCToSghW_lz-2NhoS
644,אל תוותר,סינגלים,אייל עמרם,1YVurKyBTi0z7Id4if2toET7eGwnyHFVa
645,כפרה עליכם,סינגלים,איתי עמרן,1wEK4QngtqKR5JZnumtc90-0A38hzP0C-
646,אלי בן הרוש - חתונה בקצב,סינגלים,אלי בן הרוש,1DETO0kVdUg69AvWw_-jCxUKtoV9Azce0
647,אלי בן הרוש - אהבת חינם,סינגלים,אלי בן הרוש,1F_a4UfTQQPC9lVY7PbZuUHHf96vYBh4M
648,האור שבלב,סינגלים,אלי בן הרוש,15gVbULkZXxpD1o5f_flftDQXht8AQBTc
649,אשת חיל,סינגלים,אלי בן הרוש,1YURPMqVWwBAfFLUpsN6bBu-btje7x56O
650,יפה ותמה (רמיקס),סינגלים,אלי בן הרוש,1qYFU9Yzqc1qqaReP2ydMgINB6k5cv-Vy
651,אחי אמר לי,סינגלים,אליה ביתן,1wT7nTOKBTIGD-KPhJG085K5QhsHLCbbE
652,Mühür,סינגלים,אליה והב,1-62cHiYPSZjzrkVJTVfYOb66DIypRagC
653,בטבעת זו,סינגלים,אליה והב,1RzH1O7D0OdrEF6e8lM96acLunLy2Lo5K
654,הדרך חזרה,סינגלים,אליה והב,1vrNe0AEuoU1o0i6JzalkimNc1ydH0_CW
655,אדמה ושמיים,סינגלים,אליקם בוטה,1qbBXtPusumetxUoyEswoh8FjKZzaTxDs
656,הלילה,סינגלים,אליקם בוטה,11f-kn8NsPODm2Q7MoUWc7-uimXpTVXDf
657,אם ננעלו,סינגלים,אליקם בוטה,18pfeHLifdLUUj6GhCiLJjFVIcZ4AZWpm
658,חוזר הביתה ווקאלי,סינגלים,אליקם בוטה,136vA3t7OGjV-617VWCa4vCRm5GlfLr9q
659,חוזר הביתה,סינגלים,אליקם בוטה,1qIJlfPJ1o70XdWHZlzE4qmxZKjMobU5n
660,כן זה רבינו,סינגלים,אליקם בוטה,1aDKy-pCrMSaxjf5M8QYYKmLCLWykKoDn
661,כן זה רבנו - רימיקס,סינגלים,אליקם בוטה,1x0thktTwZi4A9OQunRShV7bxTU1SW-aD
662,מה עלי לעשות,סינגלים,אליקם בוטה,1QhD8TaWRMWzOhczPG30bC5Il4MdUrLlb
663,רבי נחמן רמיקס,סינגלים,אליקם בוטה,1eaFvsgvGn7o4sfIsC4Xsc03FhIJefYHg
664,מתי תבוא,סינגלים,אליקם בוטה,1VdyNBaEQNLoxDlQxLnqmcW1fjG6WBUtG
665,תחשוב טוב,סינגלים,אליקם בוטה,1MxbK2knHewp8dqTeC4sfBetJvtwU_y1a
666,אליקם בוטה - מדבר שקר תרחק,סינגלים,אליקם בוטה,1qSWD7A6jm94ZbQ3lC_c7VemEUR3T5-pS
667,אליקים בוטא ערב משגע,סינגלים,אליקם בוטה,16w2fjUsDLrkwoB3Nls_q0huLE6izEpOH
668,אליקם בוטה - האושר,סינגלים,אליקם בוטה,1_mxeUgWqoI_Oyrub3cZRg-ocWRZPHt1G
669,לדוד מזמור,סינגלים,אליהו בוזגלו,1txCaRxalSdj2iVOoZVsAKyQvCEoWS5dc
670,מל מלכי,סינגלים,אליהו בוזגלו,1kKrY6Geoddv8BFm7IuVG5mO7nj6_731Y
671,לטהר את הנשמה,סינגלים,אלירן D,1COUS1JqfLb66OkUo6m6EOk3LzhUrX6kh
672,כאן זה בית,סינגלים,אלנתן אברג'ל,15m6KYRydpqvQzSwxMZrSEsaKnUhqD3AK
673,בורא עולם,סינגלים,אלנתן אברג'ל,1weixLEpKDCwTWinxuX5avwetEleoVuZj
674,יחיד ומיוחד (הולכים להשתגע),סינגלים,אלנתן אברג'ל,1zVoPrfmRAiQ9HrIBOK6mI4rG7zwmU0fH
675,תודה לאבא,סינגלים,אלנתן אברג'ל,13J3o0kcWW3NCQZRAb7ByX4sJGDsjrYMQ
676,אזמנטעש,סינגלים,אלעד שער,1YmR1hVYzPB1HXCoxhEeZ98cfcI6TjDFQ
677,אושר עד,סינגלים,אלעד שער,1boaHDrPMss5ewVferslQANZtvDC8tpOW
678,אלעד שער ואיתי עמרן-יהי רצון 2011,סינגלים,אלעד שער,1bpOODDmjR4815uKvf08MQr9rXONWtaTr
679,אלוקים,סינגלים,אלעד שער,1fwh9m6EcbNIzH-WqQcLBeY1XNu-oUGab
680,הלילה נרקוד - רמיקס,סינגלים,אלעד שער,18fyKDZk6lQUtTij9dtP2MNyMbHF4j9ic
681,אמונה,סינגלים,אלעד שער,1sV4-yiqu8EoJgeM_OP0MSl5TzDElCj2W
682,בא לשמח,סינגלים,אלעד שער,1bOqGgfm52i5AevFn7NMevaUClkuTqgl1
683,המלך הגדול,סינגלים,אלעד שער,1RenWYV39KhwpHeJXzcvIGWfdPhNOCWkb
684,הלילה נרקוד,סינגלים,אלעד שער,1MPkhC87IjxSFD0ZLg_WFtashyfNuzPFu
685,מה טובו,סינגלים,אלעד שער,1mBZMd0REGcgFQl6WmEYBi1kYOQr-EZOe
686,מחרוזת תימנית נוסטלגית,סינגלים,אלעד שער,1A8g845xMQQ1-ZEoTWhAinx6HIvt5pEVm
687,קורא בשמך,סינגלים,אלעד שער,1VQg14Yyjh2sy1D7HIHP6X0K36HzbP0vn
688,רבי נחמן,סינגלים,אלעד שער,1dyZEop6JY_BigqC5nZazhjXsQuu_ZspG
689,שברים,סינגלים,אלעד שער,1-VyoqufxP5xQIscXig_X4JsLlbTxXwkw
690,אלעד שער - מחרוזת תימנית נוסטלגית,סינגלים,אלעד שער,14X26Z4AeitbzL8sq9l3VuGANDigo9fI0
691,אבינו מלכנו,סינגלים,אלקנה מרציאנו,1zOhHq4_XsOZEcADLhKBbo1xUDbHZ2bVg
692,אעופה אשכונה,סינגלים,אמיר אליהו,1U52mCE4yX96Y5p_vhzH9lTy3TPKb-BFP
693,בבקשה,סינגלים,אמיר אליהו,1IXlp1eCWm7HNNmSwf1AtGGDdVepKvUu5
694,יש בי אור,סינגלים,אמיר אליהו,1adnYETiaKF-h8g_7Q2SpYDPp0MK4YtSh
695,עמנו ישראל,סינגלים,אמיר אליהו,1AQTl06OLNzH6kiavo5qm_lqdQgi6hyZA
696,סבא,סינגלים,אסף משיח,1HIYo7Yn8qaemW0L3gDJDmqsJZJTjaOW5
697,אבא אין עוד כמוך,סינגלים,אסף לוי,1nTBPnH84kUx0izCwoUxVNDHd2ZD-ZSYk
698,ארז יחיאל - רק תחייך,סינגלים,ארז יחיאל,1dcbiaVfDPwCm-r3QIjCxlB43wsRoeSq4
699,הנני בידך (ווקאלי),סינגלים,ארז יחיאל,1-EQRuV0mymHu6pKXgPk3p2FiBt3ei7gJ
700,תבקש תבקש,סינגלים,אריאל כהן,1V_nTcsRVlw_t59wrSSgE0Bp0YWK27oiD
701,סיבות לשמוח - רמיקס,סינגלים,אריאל כהן,1YgfCF906SDi2yWJVg2kxQ5oUZrEHCXng
702,אלוהי שבמרום,סינגלים,אריין טירי,1hW2DTRVVNkFFAChWu-0GPVb5WIVQv1e3
703,בנימין ישראל  - אוהב את החיים,סינגלים,בנימין ישראל,1Iu8_dzU8Ek-aEJrQ2gcPqleE3MZPu886
704,בנימין ישראל - אוהב את החיים,סינגלים,בנימין ישראל,1QZx5b3vq9qqdzdWSGOVZXe0a2cgA0ud7
705,בנימין ישראל - מפתח לאושר,סינגלים,בנימין ישראל,1EDRdYMF2B0Z0u43kq5ui4JFfujg5KLQu
706,אוהב את החיים,סינגלים,בנימין ישראל,1TwCT0dXEvcbvo6BF2gaGSqxOqnalPBtS
707,מפתח לאושר,סינגלים,בנימין ישראל,17UNdRUZzmN_W9nK6mi10UuQg0-EU3mv2
708,ברכת כהנים,סינגלים,ג'וש,1kmzr4Fq3NOq3mlwMUYuFGTHVnPj_lhe6
709,אבא שלום שבזי,סינגלים,ציון גולן,1niSOCt-gLHkNyHQOpY-Uonvwi7odilGM
710,חביב זכריה,סינגלים,ציון גולן,1inKF4PHNz18dAKoDqyFVgs4cYQjBnWYr
711,אחי בני תימן,סינגלים,ציון גולן,1OqynMxh0UnubriJnF_2nIOPFHQ6jrDPa
712,לאלא להלה,סינגלים,ציון גולן,1_bcTfCMXc453lnUgyj8pMG_FszZ8wiwv
713,חזק לשמים,סינגלים,ג'קי אליהו,1V0TxTeoHd9MoszeEKSqdE-Q-FNIRX-sb
714,מהשמיים,סינגלים,ג'קי אליהו,1v1OUevSwFnOpAWKpLX9oDyphL0eWvIoo
715,חתונה הלילה-רמיקס,סינגלים,דוד אצרף,1RvKYYD5mvovNeDTbyxJlyXJs3DMX_Pzf
716,דוד חפצדי - אשא עיניי,סינגלים,דוד חפצדי,1Y6GQeFFu65BdbMXsDbfJMFj2xDD03V3d
717,- דוד חפצדי - נופל וקם - מזרחי,סינגלים,דוד חפצדי,11-X_T7gjLfuI-AbXgZcOasXVevCN5mUR
